"","1p","1q","2p","2q","3p","3q","4p","4q","5p","5q","6p","6q","7p","7q","8p","8q","9p","9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"MMRF_2314",-0.837,0,0,0,0,0,0,0,1.023,1.023,0,0,0,0,0,0,0.969,0.969,0,0,0.913,0.913,0,0,0,0,0.913,-0.129,-1.012,-0.112,-0.112,0.968,0,0.698,0.698,0,0,1.852,-0.144
"MMRF_2328",0,0.781,0,0,0.713,0.713,0,0,0,0,0,0,0.7,0.7,-0.77,0,0,0,0,0,0,0,0,0,-0.835,0,0.807,0,0,0,0,0,-0.808,0.779,0.779,-0.812,0,0,-0.793
"MMRF_2335",0,0.82,0,0,0.849,0.849,0,0,0.856,0.856,0,0,0,0,0,0,0.848,0.848,0,0,1.602,1.602,0,0,0,0,1.636,0,0,0,0,0,0,0.68,0.68,0,0,0,-0.101
"MMRF_2336",-0.362,-0.285,0,0,0,0,-0.483,-0.483,0.546,0.546,0,0,0,0,0,0,0,0.512,-0.491,-0.491,0.567,0.567,-0.484,-0.484,-0.368,-0.485,0.562,-0.517,-0.517,-0.472,-0.472,0,0,0.536,0,0,0,-0.263,-0.407
"MMRF_2368",0,0,0,0,0.758,0.758,0.802,0.802,0.768,0.768,0,0,0,0,0,0,0.737,0.737,0.732,0.732,0.801,1.556,0,0,0,0.748,0.732,0.549,0.549,0.66,0.66,0,0,0.621,0.621,0,0,0,0
"MMRF_2399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347,0,0,0,0,0,0,0,0,0,-0.245
"MMRF_2404",-0.824,0.907,0,0,0.932,0.932,-0.949,-0.949,0.477,0,0,0,0.919,0.919,-0.148,0,0.948,0.948,0,0,0,0,0.491,0,-0.933,0,0.981,0,0,0,0,0,0,0.954,0,0,0,0.917,0
"MMRF_2407",0,0,0,0,0.952,0.952,0,0,0.964,0.964,-0.913,-0.913,0,0,0,0,1.942,1.835,0,0,1.023,1.023,0,0,0,-0.92,0.944,0,0,0,0,0,0,0.792,0.792,0,0,0,-0.106
"MMRF_2412",0,0.992,0,0,0,0,0,0,1.991,1.991,0,0,0.979,0.979,0,0,0.978,0.978,0,0,0,0,0,0,-0.989,0,1.004,0,-0.805,0,0,0,0,0.835,0.835,0,0,0,0
"MMRF_2365",0,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156,-0.156,-0.558,-0.113,0,-0.143
"MMRF_2265",0,0.385,0,0,0,0,0,0,0,0,0,0,0.181,0.181,0,0,1.067,1.067,0,0,0,0,0,0,0,-0.846,0.863,0,0,0,0,0,0,0.718,0.718,0,-0.461,0,0
"MMRF_2364",-0.533,-0.533,0,0,0,0,-0.532,0,0,0,0,-0.513,0,0,-0.526,-0.526,0,0,-0.533,-0.533,0.559,0.559,-0.529,-0.529,-0.523,-0.518,0.559,-0.558,-0.558,-0.555,-0.555,-0.522,-0.522,0.484,0.484,0,0,0,-0.557
"MMRF_2400",0,0,0,0,0.987,0.987,0,0,0.953,0.953,0,0,0,0,0,0,1.459,1.459,0,0,0.981,0.981,0,0,0,0,1.977,0,-0.925,0,0,0,0,0.894,0.894,0,0,0,0
"MMRF_2419",0,0,0,0,0.976,0.976,0,0,1.18,1.18,0,0,0.953,0.953,-0.914,0,1.903,1.903,0,0,0.959,0.959,0,0,0,0,0.943,0,0,0.83,0.83,0,0,0.839,0.839,0,0,0,0
"MMRF_2440",0,0,0,0,0,0,0,0,0.976,0.976,0.843,0.843,0,0,0,0,1.145,1.145,0,0,0.976,0.976,0,0,-0.983,0,1.948,0,-0.781,0,0,0,0,0.857,0.857,0,0,1.778,-0.853
"MMRF_2453",0,0,0,0,0,0,0,0,0.833,0.833,0,0,0.828,0.828,-0.846,0,0.837,0.837,0,0,0.85,0.85,0,0,0,0,0.85,0,-0.84,0,0,0,0,0.818,0.818,-0.84,0,0.816,0
"MMRF_2455",0.947,0.947,0,0,0.967,0.967,0,0,0,0,0,0,0.957,0.957,-0.936,0.622,0.955,0.955,0,0,0,0,0,0,-0.982,0,0,0,-0.94,0,0,0.937,0.937,0,0,0,0,0,0
"MMRF_2459",0.948,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.936,0,0,0,0,0,0,0,0,-0.908,0,0,0,-0.888,0,0,0,0,-0.138,-0.138,0,0,0,-0.123
"MMRF_2422",0,0.901,0.914,0.914,0.987,0.987,0,0,0.977,0.977,0.917,0.917,-0.972,0,0,0,1.043,0.941,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,0.781,0.781,0,0,0.993,-0.284
"MMRF_2429",-0.947,0,0,0,0.983,0.983,0,0,0.991,0.991,0,-0.977,0.982,0.982,-0.993,0,0.961,0.961,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0.921,0.921,-0.941,0,0.977,0
"MMRF_2433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,1.008,-0.134,-0.134,0,0,0,-0.108
"MMRF_2413",0,0.715,0,0,0.763,0.763,0,0,0.747,0.747,0.736,0.736,0.731,0.731,0,0,0.735,0.735,0.704,0.704,0,0,0,0,0,0,0.683,0,0,-0.7,-0.159,0.743,0.743,1.141,0.567,0,0,0,-0.169
"MMRF_2444",0,0,0,0,0,0,-0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.756,-0.612,0,0,0,0,0,0,0,-0.103,-0.103,0,0,0,0
"MMRF_2384",0,0.571,0,0,0,0,0,0,0,0,0,0,0.405,0,-0.453,0,0,0,0,0,0,0,0,0,-0.622,0,0,0,-0.458,0,0,0,0,-0.114,-0.114,0,0,0,-0.131
"MMRF_2452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,0,0,0,0,0,0,0,0,0,0,0,-0.134,-0.134,0,0,0,0
"MMRF_2469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0.933,0,0,0,0,0,0,0,0,0,0,0,-0.146,-0.146,0,0,0,-0.148
"MMRF_2464",0,0,0,0,0.921,0.921,0,0,1.087,1.087,0,0,0.981,0.981,-0.739,0,1.941,1.941,0,0,0.921,0.921,0,0,0,0.788,1.908,-0.129,-0.129,-0.148,-0.148,-0.745,0,0.709,0.709,0,0,0,-0.179
"MMRF_2476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.997,0,0,0,0,-0.106,-0.106,0,0,-0.149,-0.149,0,0,0,-0.122
"MMRF_2478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2436",0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,-0.894,0,0,0,0,0,0,0,-0.468,0,-0.957,-0.939,0.984,-0.914,-0.914,-0.112,-0.112,0,-0.468,0,0,-0.889,-0.108,0,-1.008
"MMRF_2437",-0.307,0,0,0,0,0,-0.288,0,0,0,0,-0.59,0,0,0,0,0,0,0,0,0,0,0,0,-0.942,-0.146,0,0,0,-0.109,0,0,0,0,0,-0.794,0,0,-0.914
"MMRF_2438",-0.309,0.158,-0.23,-0.23,0.407,0.407,-0.285,-0.285,0.529,0.423,0.455,0.102,1.269,1.269,-0.946,-0.726,0.469,0.469,0.551,0.551,-0.152,0,-0.36,-0.36,-1.103,-0.337,1.049,-0.407,-0.407,-0.379,-0.379,0.467,0.467,0.349,0.349,-0.466,-0.466,0.137,-0.405
"MMRF_2445",-0.564,0,0,0,0,0,-0.551,-0.551,0,0,0,-0.559,0,0.629,-0.531,-0.531,0.848,0.848,-0.577,-0.252,0.135,0.614,-0.577,-0.577,-0.559,-0.573,0,-1.233,-1.233,0,0,-0.585,-0.585,0.549,0.549,0,0,-0.551,-0.635
"MMRF_2449",0,0,0,0,0.938,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.387,0,-0.969,-0.962,0,0,0,0,0,-0.134,-0.134,0,0,0,0,0,-0.157
"MMRF_2456",0,0.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.772,0,0,0,-0.725,0,0,0,0,-0.133,-0.133,0,0,0,-0.189
"MMRF_2457",0,0,0,0,0,0,0,0,0,0,0,0,0,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104,-0.423,0,0,0,0,0.14,-0.104,-0.934,0,0,-0.11
"MMRF_2461",0,0,0,0,0.847,0.847,0,0,0,0,0.776,0,0.473,0.473,-0.342,0,0.805,0.805,0,0,0.112,0.112,0,0,-0.274,0,0.839,-0.234,-0.234,0,0,0.771,0.771,0.799,0.799,0,0,0,0
"MMRF_2471",-0.127,0,0,0,0,0,0,0,0.972,0.972,0,0,0,0,0,0,0.972,0.972,0,0,0.926,0.926,0,0,0,0,0.933,1.699,-0.991,0,0,0.955,0.955,1.677,1.677,-1.007,-1.007,0.94,-0.121
"MMRF_2473",0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0,0,0,0,0,0,-0.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2475",0,0,0,0,0.879,0.879,0,0,0.893,0.893,0,0,0.832,0.832,0,0,1.496,1.496,0,0,0,0,0,0,0,0,0.828,0,0,0,0,0,0,0.682,0.682,0,0,0.878,-0.96
"MMRF_2480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.375,0.375,0,0,0.255,0.255,0,0,0,0.379,0,0,0,0,0,0.396,0.396,0,0,0,0,0.378,0
"MMRF_2497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.985,-0.988,0,-1.003,-1.003,0,0,0,0,-0.148,-0.148,0,0,0,-0.102
"MMRF_2501",0.898,0.898,0,0,0.99,0.99,0.908,0.154,0.894,0.894,0,0,0.974,0.974,-0.982,0,0.978,0.978,0,0,0,0,-0.975,0,-0.992,0,1.981,0,0,0,0,0,0,0.786,0.786,-0.793,0,0.953,0
"MMRF_2505",0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.98,-0.973,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2523",0,0,0,0,0.957,0.957,0,0,0.988,0.988,0.915,0.915,0.94,0.94,0,0,0.975,0.975,0.372,0,0,0,0,0,0,0,0.949,-0.8,-0.8,-0.121,-0.121,0,0,0.752,0.752,0,0,0.94,-0.148
"MMRF_2485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126,-0.126,0,0,0,-0.111
"MMRF_2489",0,0,0,0,0,0,0,0,0.971,0.971,0,0,0,0,0,0,0.998,0.877,0,0,0.92,0.92,0,0,0,0,0.89,0,-0.918,0,0,0,0,0.719,0.719,0,0,0,-0.152
"MMRF_2498",0,0,0,0,0,0,0,0,0.979,0.979,0,0,0.959,0.959,0,0,0.944,0.944,0,0,0,0,0,0,0,0,0.947,-0.13,-0.13,0,0,0,0,0.786,0.786,0,0,0,-0.134
"MMRF_2465",0,0,0,0,0.391,0.391,0,0,0.507,0.507,0,0,0.37,0.37,0,0,0.8,0.8,0,0,0.396,0.396,0,0,0,0,0.504,0,0,-0.13,-0.13,0,0,0.213,0.213,0,0,0.375,0.247
"MMRF_2488",0,0,0,0,0,0,0,0,0.612,0.612,0,0,0.582,0.582,0,0,0.559,0.559,0,0,0,0,0,0,-0.596,0,0.568,-0.693,-0.693,-0.126,-0.126,0.582,0.582,0.374,0.374,0,0,0.56,-0.171
"MMRF_2490",0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2522",0.933,0.933,0.852,0,0.954,0.954,0.957,0.957,0.906,0.906,0.91,0.91,0,0,0.101,0.101,0.881,0.881,0,0,0,0,0,0,-0.947,0,0.897,0,0,0,0,0.929,0.929,0.747,0.747,0,0,0.882,-0.115
"MMRF_2499",0,0,0,0,0.196,0.196,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,-0.117,0,0,-0.144,-0.144,0,0,0.165,0.165,-0.172,-0.172,0,0,0.147,-0.178
"MMRF_2506",0,0,0,0,0.979,0.979,0,0,0,0,0,0,0.96,0.96,-0.949,0,0.978,0.978,0,0,2.249,2.249,0,0,0,0,0.912,-0.108,-0.921,0.827,0.827,0,0,0.814,0.656,-1.015,-0.109,0,-1.053
"MMRF_2531",0,0.916,0,0,0,0,0,0,0,0,0,0,0,0,-0.759,0,0,0,0,0,0,0,0,0,-0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2541",0,0.898,0,0,0.461,0.461,0,0,0.941,0.941,1.444,0,0.936,0.936,0,0,0.615,0.615,0,0,1.627,2.457,0,0,0,0.969,0.984,0,-0.87,0,0,0,0,2.01,0,0,0,0,0
"MMRF_2559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.941,-0.965,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2524",0,0,0,0,0.962,0.962,0,0.956,0.972,0.972,0.938,0,0.939,0.939,0,0,0.955,0.955,0,0,0,0,0.951,0.951,0,0,1.001,0,0,0.9,0.9,0,0,0.869,0,0,0,0.948,0
"MMRF_2514",0,0.901,0,0,0,0,0,0,1.887,1.887,0.948,0.948,0.933,0.933,0,0,1.854,1.854,0,0,0,0,0,0,-0.94,0,0.917,0,0,0,0,0,0,0.756,0,0,0,0,0
"MMRF_2516",0,0,0,0,0,0,0,0,1.009,1.009,0.947,-0.021,0,0,-0.984,0.02,1.014,1.014,0,0,0.945,0.945,0,0,0,0,0.954,0,0,0,0,0,0,0.761,0.761,0,0,0,-0.135
"MMRF_2525",0,0.742,0,0,0.913,1.867,0,0,0.907,0,0.77,0,0.874,0.874,0,0,0.94,0.94,0,0,0.819,0.819,0,0,-0.969,-0.991,0.819,-0.129,-1.009,0.692,0.692,0,0,0.563,0.563,-0.972,-0.176,-0.15,-0.239
"MMRF_2532",0,0,0,0,1.015,1.015,0,0,1,1,0,0,0.146,0.146,-0.995,0,0.948,0.948,0,0,0,0,0,0,0,0,1.004,0,-0.765,0,0,0,0,0.857,0.857,0,0,0,0
"MMRF_2468",0,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0.708,0,0,0,0,0,0,-0.723,-0.725,0,0,0,0,0,0.732,0.732,0.62,0.62,0,0,0,0
"MMRF_2515",-0.587,0.915,0.461,0.461,0.46,0.46,0,0,0,0.519,0.466,0.466,0,0,-0.466,0,0.455,0.455,0,0,0,0,0,0,-0.554,-0.546,0,0.44,-0.138,0,0,0.461,0.461,0.419,0.419,0.449,0.449,0,0.385
"MMRF_2539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0.997,0,0,0,1.972,0,0,0,0.99,1.008,0,0,0,0,0,0,1,1,0,0,0,0
"MMRF_2549",-0.225,0.345,0.663,0.663,0.671,0.671,-0.233,-0.233,0.677,0.677,0.67,0.67,0.665,0.665,-0.382,0,1.543,1.543,-0.226,-0.226,-0.215,-0.215,-0.543,-0.223,-0.242,-0.221,1.555,-0.229,-0.229,-0.239,-0.239,-0.225,-0.225,1.258,1.258,-0.205,-0.205,-0.254,-0.249
"MMRF_2557",0,0.454,0,0,0.995,0.995,0,0,0.997,0.997,0,0,0.98,0.98,0,0,1.927,1.927,0,0,0.958,0.958,0,0,0,0,1.02,-0.101,-0.101,0.937,0.937,0,0,1.725,1.725,0,0,1.964,0
"MMRF_2562",0.135,0.544,0.2,-0.629,0.519,0.519,-0.4,-0.4,0,0,0,-0.956,0,0,0,0.71,1.108,0.227,-0.225,-0.225,0,1.012,-0.113,-0.113,-0.993,0,1.021,-0.427,-0.427,0,0,0.992,0.992,0.918,0.918,-0.656,-0.554,0,0
"MMRF_2568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0
"MMRF_2570",0,0,0,0,0.916,0.916,0,0,0.907,0.907,0,-0.898,0,0,0,0,1.832,1.832,0,0,0.916,0.916,0,0,0,0,1.85,0,-0.878,0,0,0,0,0.913,0.913,0,0,0,0
"MMRF_2579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0,0,-0.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2581",0,0,0,0,0.866,0.866,0.794,0,0.861,0.861,0,0,0,0,-0.812,0,0.892,0.892,0,0,0.894,0.894,0,0,-0.908,0,1.81,0,0,0,0,0.225,0.225,0.96,0.96,0,0,0,-0.805
"MMRF_2590",0,0.863,0,0,0,0,0,0,0.957,0.957,0,0,0.934,0.934,0,0,1.854,1.854,0,0,0,0,-0.233,-0.233,-0.94,0,0.903,0,0,0,0,0,0,0.635,-0.113,0,0,0,-0.119
"MMRF_2538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.956,0,-0.966,0,0.942,-0.622,-0.622,-0.117,-0.117,0,0,-0.177,-0.177,-0.948,-0.948,0,-1.014
"MMRF_2548",-0.986,1.014,0,0,0,0,0,0,0,0,-0.996,-0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.909,0,0,-0.973,0,0,0.327,0.327,0,0,0,0,0,-0.474
"MMRF_2554",0.598,0.745,0.732,0.732,0.139,0.139,-0.788,-0.154,0.728,0.728,0.743,0.593,0,0,-0.203,-0.203,0.772,0.772,-0.225,-0.225,0.656,0.656,-0.164,-0.164,-0.155,-0.151,1.616,0.165,0.381,0.61,0.61,-0.17,-0.17,1.421,1.421,-0.188,-0.188,0.719,-0.275
"MMRF_2587",0,2.016,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,1.641,1.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,1.001,0.122,0.122,0,0
"MMRF_2622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_1546",-0.574,-0.574,0,0,0,0,-0.589,-0.589,0.594,0.594,0,0,0,0,-0.583,-0.583,0.588,0.588,-0.578,-0.578,0,0.592,-0.583,-0.583,-0.582,-0.577,0.616,-0.587,-0.587,0,0,-1.167,-1.167,0,0,-0.569,-0.569,-0.582,-0.586
"MMRF_2401",0,0.852,0,-0.872,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,-0.912,0,0,0,0,0,-0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2595",0,0.908,0,0,0.923,0.923,0.87,0.87,0.89,0.89,0.883,0.883,1.816,1.816,0,0,0.925,0.925,0,0,0,0,0,0,-1.046,0,0.97,0,0,0,0.941,0,0,0.958,0.958,0,0,0,0
"MMRF_2598",0,0,0,0,0.996,0.996,0,0,0,0,0,0,0,0,-0.921,0,1.389,1.389,0,0,0.947,0.947,-0.965,0,0,0,1.917,0,0,0,0,0.469,0.469,0.855,0.855,0,0,0,0
"MMRF_2614",0,0,0,0,0.848,0.848,0,0,1.695,1.695,0.917,0.917,0.805,0.805,0,0,1.152,1.152,0,0,0.865,0.865,0,0,0,0,0.869,0,0,0.523,0.523,0,0,0.85,0.85,0,0,0,0
"MMRF_2574",-0.141,1.428,0,0,0,0,-0.981,0,0,0,0.866,-0.983,0,0,-0.969,0,0,0,0,0,0,0,0,0,-0.986,0,0.778,0,0,-0.696,0,0,0,0.677,-0.106,0,0,0,-0.11
"MMRF_2605",-0.888,0,0,0,0,0,-0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.129,0,0,-0.972,0,0,-0.995,-0.995,0,0,0,0,0,0,0,0,0,0
"MMRF_2596",0,0,0,0,0,0.936,0,0,0.945,0.945,0,0,0.931,0.931,-0.918,0,0.887,0.887,0,0,0.924,0.924,0,0,-0.948,0,0.918,0,-0.887,0,0,1.802,1.802,0.805,0.805,0,-0.919,0.89,-0.983
"MMRF_2599",0,0,0,0,0.957,0.957,0,0,0.956,0.956,0,0,0.933,0.933,0,0,0.959,0.959,0,0,0,0,0,0,0,0.957,1.916,0,0,0,0,0,0,0.87,0.87,0,0,0,0
"MMRF_2597",0.956,0.956,0,0,0.96,0.96,0,0,0.968,0.968,0.963,0.963,0,0,0,0,0.944,0.944,0,0,0,0,0,0,-0.97,-0.007,1.007,0,0,0,0,0,0,0.857,0.857,0,0,0,0
"MMRF_2608",0,1.967,0.345,0.226,0,0,-0.454,-0.347,-0.414,-0.621,-0.286,-0.775,0,0,0,0,0.339,0.339,-0.38,-0.38,0,0,0,0,-0.802,0,0.292,0.247,-0.584,0.305,0.305,-0.15,0,0.279,0.279,0.333,0.333,0,0.282
"MMRF_2621",0,0.788,0,0,0,0,0,0,0,0,0,0,0,0,-0.959,0,0,0,0,0,0,0,0,0,-0.965,-0.888,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2631",0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831,0.831,0,0,0,0,0,0,-0.866,0,0,0.131,0.131,0,0,0,0,0,0,0,0,0,0
"MMRF_2583",0,0,0,0,0,0,0,0,1.924,1.924,0,-0.946,1.085,1.085,1.571,2.434,0.968,0.968,0,0,0,0,0,0,-1.002,0,1.952,0,0,0.926,0.926,1.947,1.947,0.888,0.888,-0.846,0,0.995,0
"MMRF_2604",1.019,1.019,0,0,0,0,0,0,0,0,0,-0.919,0,0.896,0,0,0,0,0,0,0,0,-0.914,0,-1.006,0,0,0,0,0,0,0,0,0.959,0.959,0,0,0,0
"MMRF_2635",0,0,0,0,0.421,0.421,0,0,0.437,0.437,0,0,0.38,0.38,-0.384,0,0.394,0.394,0,0,0.407,0.407,0,0,0,0,0.413,0,0,0,0,-0.405,0,0.319,0.319,0,0,0.408,0
"MMRF_2630",0,0.86,0,0,0.125,0,0,0,0.877,0.877,0,0,0.886,1.677,0,0,0.884,0.884,0,0,0,0,0,0,-0.882,0,0,0,0,0,0,0.88,0.88,0.855,0.855,0,0,0,0
"MMRF_2519",0,0,0,0,0.66,0.66,0,0,0.651,0.651,0,-0.665,0,0.646,-0.654,-0.654,1.319,1.319,0,0,0.672,0.672,0,0,0,0,0.724,0,0,0,0,0,0,0.641,0.641,0,0,0,0
"MMRF_2518",0,0,0.609,0,0.609,0.609,0,0,0.66,0.66,0,0,0.606,0.606,0.006,0.65,0.607,0.607,0,0,0,1.19,0,0,0,0,1.218,0,0,0,0,0,0,0.544,0.544,0,0,0.613,0
"MMRF_2526",-0.836,-0.601,0,0,0.152,0.152,-0.752,-0.752,-0.378,-0.378,0,0.1,0.125,0.125,-0.31,-0.31,0,0,-0.372,-0.372,0,0,0.126,0.126,-0.776,-0.798,0,0,-0.789,-0.453,-0.453,-0.328,-0.328,0,0,0,0,0.229,-0.508
"MMRF_2543",0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.506,-0.509,0,-0.101,-0.101,0,0,0,0,-0.119,-0.119,0,0,0,-0.138
"MMRF_2567",0,0.757,0,0,0.744,0.744,-0.175,-0.175,0.688,0.688,0.719,0.719,0.741,0.741,-0.11,-0.11,0.69,0.69,0,0,0.766,0.766,0,0,-0.91,0,0.783,0,0,0.814,0.814,-0.119,-0.119,1.745,0.859,0,0,0,0
"MMRF_2572",0,0,0,0,0.933,0.933,0,0,0.94,0.94,0.949,0.949,0.908,0.908,0,0,1.867,1.867,0,0,0,0,0,0,0,0,0.9,0,0.873,0,0,0.925,0.925,0.802,0.802,0,0,0.921,0
"MMRF_2580",0,0,0,0,0,0,0,0,0.706,0.706,0,0,0.686,0.686,0,0,0.682,0.682,0,0,0,0,0,0,-0.695,0,0.674,0,0,0,0,0,0,0.587,0.587,0,0,0,0
"MMRF_2602",0,0.66,0.613,0,0,0,0,0,0,0,0,-0.673,0,0,0,0,0,0,0,0,0,0,0,-0.655,-0.692,-0.699,0,0,-0.685,0,0,-0.672,0,0,0,0,0,0,0
"MMRF_2601",0,0,0,0,0,0,0,0,0.935,0.935,0,0,0.908,0.908,0,0,0.909,0.909,0,0,0,0,0,0,-0.883,0,1.803,0,0,0,0,0.797,0.797,0.756,0.756,-0.467,-0.106,0.903,0
"MMRF_2606",0,0,0,0,0.756,0.756,0,0,0.745,0.745,0,0,0,0,0,0,0.694,0.694,0,0,0,0.799,0,0,0,0,1.467,0,0,0,0,0,0,0.592,0.592,0,0,1.476,0
"MMRF_2613",0,0,0,0,0.791,0.791,0,0,0.78,0.78,0.815,0.815,0.78,0.78,-0.639,0,0.779,0.779,0,0,0.794,0.794,-0.301,0,0,0,0.772,0,-0.209,0.569,0.569,0,0,0.685,0.685,0,0,0,-0.606
